title;link;downloaded;notesTaken
"Joyeux Noël les Pingouins - Vlog #6";"https://www.youtube.com/watch?v=Z9ZuhyO-CBs";false;false
"Quelles solutions de stockage sur un chantier ? - LPMDP S2#1 Bonus";"https://www.youtube.com/watch?v=Q0DWFNLx8PY";false;false
"Le Youtube Rewind des Makers Francophones - 2018";"https://www.youtube.com/watch?v=KTIRdiIpkCk";false;false
"On répond à TOUTES vos questions - Le RDV des Pingouins";"https://www.youtube.com/watch?v=HUSOar5d_eI";false;false
"Calcul des charges, avoir des partenariats et maison de plain-pied  - RDV Pingouins #2";"https://www.youtube.com/watch?v=aXp6i18OSmU";false;false
"Vivre en autonomie - Bilan année 2 [2018]";"https://www.youtube.com/watch?v=KD9-HeDGq3o";false;false
"Isolation de toiture par l'intérieur en fibre de bois - LPMDP S2#2";"https://www.youtube.com/watch?v=F8JoVEf2-hc";false;false
"Maison en bois & incendie, plans 3D, VMC et comment on gagne notre vie - RDV Pingouins #3";"https://www.youtube.com/watch?v=ZqG1A4Yc3U4";false;false
"Travaux intérieurs - LPMDP Saison 2 - Teaser";"https://www.youtube.com/watch?v=U3chimvN4f0";false;false
"Frein vapeur ou pare vapeur, à quoi ça sert ? - LPMDP S2#3";"https://www.youtube.com/watch?v=hYaetQ3Q2H8";false;false
"Pose du frein vapeur et recoins particuliers - LPMDP S2#4";"https://www.youtube.com/watch?v=PXbaCGCqkbQ";false;false
"Comment installer des fausses poutres décoratives - LPMDP S2#5";"https://www.youtube.com/watch?v=hfk9Z--U8zc";false;false
"Doubler l'isolation d'un mur avec la laine de bois - LPMDP S2 #6";"https://www.youtube.com/watch?v=wWp01DFnsJg";false;false
"Lambris, parquet massif et poutres apparentes : nos choix pour l'intérieur - LPMDP S2 #7";"https://www.youtube.com/watch?v=Xssg6tS4gtg";false;false
"Comparer les devis, isolation phonique, travertin et parquet massif - RDV Pingouins #4";"https://www.youtube.com/watch?v=-h8LCK2hoV8";false;false
"Dégoutés de l'autoconstruction, écrire un livre et stikers Pingouin - RDV Pingouins #5";"https://www.youtube.com/watch?v=mkjEUx6sSvg";false;false
"Fixer un poteau en bois sous une poutre déjà en place - LPMDP S2 #8";"https://www.youtube.com/watch?v=FRD0mrRKMZ0";false;false
"On a enfermé des YouTubers Makers dans un maillet qui parle - #hammerchallenge";"https://www.youtube.com/watch?v=dwr7oA5tNTc";false;false
"Fabriquer une chope en 3 Heures et avec 3 Matières - #UltimateDefi2";"https://www.youtube.com/watch?v=jvbwlR1m_GU";false;false
"Cloison intérieure en ossature bois - LPMDP S2 #9";"https://www.youtube.com/watch?v=cSVVstVSySQ";false;false
"Installer une GTL sur de l'OSB - LPMDP S2 #10";"https://www.youtube.com/watch?v=5cTIsr8LjdY";false;false
"[Live] /!\ SPOILER dans ce direct ! On réponds à vos 50000 questions en direct";"https://www.youtube.com/watch?v=7vgvX8FF6Ns";false;false
"Chassis à semis, blé avec la méthode Bonfils et visite du potager Printemps 2019 - Potalive #4";"https://www.youtube.com/watch?v=kGY2KeCaijE";false;false
"Passage des gaines électriques dans une ossature bois - LPMDP S2 #11";"https://www.youtube.com/watch?v=QRj2CGD_7Nk";false;false
"8 chaînes youtube sur l'autonomie énergétique et alimentaire";"https://www.youtube.com/watch?v=TrGwAbdPqtc";false;false
"Vivre en autonomie, c'est quoi pour vous ? - Projets autonomes #1";"https://www.youtube.com/watch?v=N3jbz4RakMU";false;false
"8 raisons de devenir autonome - Projets autonomes #2";"https://www.youtube.com/watch?v=xG7I6RS31XA";false;false
"La vie en autonomie, c'est pas si simple - Projets autonomes #3";"https://www.youtube.com/watch?v=WkAqVG9WKiQ";false;false
"Passer les câbles et fils électriques dans des gaines déjà posées - LPMDP S2 #12";"https://www.youtube.com/watch?v=WieKGOPMw8g";false;false
"2 ans de chantier et notre petite maison n'est toujours pas finie ?!";"https://www.youtube.com/watch?v=J0ytyryX2_I";false;false
"Pois mange tout ou petit pois, telle est la question - Visite du potager Juin 2019 - Potalive #5";"https://www.youtube.com/watch?v=vC2xX3hL5_Y";false;false
"Installer des tapées de finition sur une fenêtre aluminium - LPMDP S2 #13";"https://www.youtube.com/watch?v=gbzXw-ljSFY";false;false
"Panneaux solaires : autoconsommation ou autonomie ?";"https://www.youtube.com/watch?v=6Wz74bsj3Dc";false;false
"Tondeuse manuelle VS Tondeuse thermique";"https://www.youtube.com/watch?v=NVVrL9h5RHc";false;false
"🦊 Fabriquer un renard en métal et en ÉPONGE - #UltimateDefi2 FAIL";"https://www.youtube.com/watch?v=LrGKlPyCzkc";false;false
"Ils construisent un château avec les techniques du 13ème siècle - Guédelon";"https://www.youtube.com/watch?v=niAUjRhsIUs";false;false
"Poser du lambris bois avec des crochets de fixation - LPMDP S2 #14";"https://www.youtube.com/watch?v=18BB-yGQxWI";false;false
"Astuces pour poser un lambris bois au mur - LPMDP S2 #15";"https://www.youtube.com/watch?v=L0XxPh8voag";false;false
"Découpes galères du lambris autour des fenêtres et des poutres - LPMDP S2 #16";"https://www.youtube.com/watch?v=k-xV4LqxPWw";false;false
"8 techniques pour être fier de ses travaux";"https://www.youtube.com/watch?v=dBbOEv_4f4Q";false;false
"Poser du lambris bois au plafond - LPMDP S2 #17";"https://www.youtube.com/watch?v=Exbm8kt3hnY";false;false
"On construit une passerelle au dessus du vide ! - LPMDP S2 #18";"https://www.youtube.com/watch?v=vWAFedyk9ss";false;false
"Ce que vous ignorez sur les vis à bois !";"https://www.youtube.com/watch?v=BSOrW23N3Xk";false;false
"Ne cliquez pas sur cette vidéo... si vous n'aimez pas les partenariats [⚠concours terminé⚠]";"https://www.youtube.com/watch?v=UdjJ-vvV4GQ";false;false
